title ||| Heterogeneous Transfer Learning for Image Clustering via the Social Web
bodyText ||| the animation on the network, requiring less than a dozen lines of
bodyText ||| Repo-3D code. A “network” version, that imports the animation
bodyText ||| from the network instead of reading it from disk, replaced the lines
bodyText ||| of code to read and export the animation with a single line to
bodyText ||| import it. Figure 5(a) shows an animation being viewed by one of
bodyText ||| these clients.
bodyText ||| The examiner program is loaded by both these simple clients, and
bodyText ||| is about 450 lines long. The examiner supports:
listItem ||| •	Pausing and continuing the animation, and changing the
listItem ||| current animation time using the mouse. Since this is done by
listItem ||| operating on the shared animation handle, changes performed
listItem ||| by any viewer are seen by all. Because of the consistency guar-
listItem ||| antees, all users can freely attempt to change the time, and the
listItem ||| system will maintain all views consistently.
listItem ||| •	A second “overview” window (Figure 5(b)), where a new
listItem ||| camera watches the animation scene and camera from a distant
listItem ||| view. A local graphical child (representing a portion of the
listItem ||| animation camera’s frustum) was added to the shared anima-
listItem ||| tion camera group to let the attributes of the animation camera
listItem ||| be seen in the overview window.
listItem ||| •	A local animation meter (bottom of Figure 5(c)), that can be
listItem ||| added to any window by pressing a key, and which shows the
listItem ||| current time offset into the animation both graphically and
listItem ||| numerically. It was added in front of the camera in the anima-
listItem ||| tion viewer window, as a local child of a GO in the camera
listItem ||| graph, so that it would be fixed to the screen in the animation
listItem ||| viewer.
listItem ||| •	Local editing (Figure 5(d)), so that users can select objects and
listItem ||| make them transparent (to better see what was happening in the
listItem ||| animation) or hide them completely (useful on slow machines,
listItem ||| to speed up rendering). Assorted local feedback (highlighting
listItem ||| the object under the mouse and flashing the selected object)
listItem ||| was done with local property changes to the shared GOs in the
listItem ||| scene graph.
bodyText ||| Given the attention paid to the design of Repo-3D, it was not
bodyText ||| necessary to be overly concerned with the distributed behavior of
bodyText ||| the application (we spent no more than an hour or so). Most of that
bodyText ||| time was spent deciding if a given operation should be global or a
bodyText ||| local variation. The bulk of programming and debugging time was
bodyText ||| spent implementing application code. For example, in the overview
bodyText ||| window, the representation of the camera moves dynamically,
bodyText ||| based on the bounding values of the animation’s scene and camera
bodyText ||| graphs. In editing mode, the property that flashes the selected node
bodyText ||| bases its local color on the current global color (allowing a user
bodyText ||| who is editing while an animation is in progress to see any color
bodyText ||| changes to the selected node.)
sectionHeader ||| 7 CONCLUSIONS AND FUTURE WORK
bodyText ||| We have presented the rationale for, and design of, Repo-3D, a
bodyText ||| general-purpose, object-oriented library for developing distributed,
bodyText ||| interactive 3D graphics applications across a range of heteroge-
bodyText ||| neous workstations. By presenting the programmer with the
bodyText ||| illusion of a large shared memory, using the Shared Data-Object
bodyText ||| model of DSM, Repo-3D makes it easy for programmers to rapidly
bodyText ||| prototype distributed 3D graphics applications using a familiar
bodyText ||| object-oriented programming paradigm. Both graphical and
bodyText ||| general-purpose, non-graphical data can be shared, since Repo-3D
bodyText ||| is embedded in Repo, a general-purpose, lexically-scoped, distrib-
bodyText ||| uted programming language.
bodyText ||| Repo-3D is designed to directly support the distribution of graph-
bodyText ||| ical objects, circumventing the “duplicate database” problem and
bodyText ||| allowing programmers to concentrate on the application function-
bodyText ||| ality of a system, rather than its communication or synchronization
bodyText ||| components. We have introduced a number of issues that must be
bodyText ||| considered when building a distributed 3D graphics library, espe-
bodyText ||| cially concerning efficient and clean support for data distribution
bodyText ||| and local variations of shared graphical scenes, and discussed how
bodyText ||| Repo-3D addresses them.
bodyText ||| There are a number of ways in which Repo-3D could be
bodyText ||| improved. The most important is the way the library deals with
bodyText ||| time. By default, the library assumes all machines are running a
bodyText ||| time-synchronization rotocol, such as NTP, and uses an internal
bodyText ||| animation time offset�(instead of the system-specific time offset)
bodyText ||| because different OSs (e.g., NT vs. UNIX) start counting time at
bodyText ||| different dates. Hooks have been provided to allow a programmer
bodyText ||| to specify their own function to compute the “current” animation
bodyText ||| time offset within a process. Using this facility, it is possible to
bodyText ||| build inter-process time synchronization protocols (which we do),
bodyText ||| but this approach is not entirely satisfactory given our stated goal
bodyText ||| of relieving the programmer of such tedious chores. Future
bodyText ||| systems should integrate more advanced solutions, such as adjust-
bodyText ||| ing time values as they travel between machines, so that users of
bodyText ||| computers with unsynchronized clocks can collaborate8. This will
bodyText ||| become more important as mobile computers increase in popular-
bodyText ||| ity, as it may not be practical to keep their clocks synchronized.
bodyText ||| The specification of local variations in Repo-3D could benefit
bodyText ||| from adopting the notion of paths (as used in Java 3D and Inventor,
bodyText ||| for example). A path is an array of objects leading from the root of
bodyText ||| the graph to an object; when an object occurs in multiple places in
bodyText ||| one or more scene graphs, paths allow these instances to be differ-
bodyText ||| entiated. By specifying local variations using paths, nodes in the
bodyText ||| shared scene graphs could have variations within a process as well
bodyText ||| as between processes. One other limitation of Repo-3D, arising
bodyText ||| from our use of the Replicated Object package, is that there is no
bodyText ||| way to be notified when local variations are applied to an object.
bodyText ||| Recall that the methods of an automatically generated Notification
bodyText ||| Object correspond to the update methods of the corresponding
bodyText ||| Replicated Object. Since the methods that manipulate the local
bodyText ||| variations are non-update methods (i.e., they do not modify the
bodyText ||| replicated state), there are no corresponding methods for them in
bodyText ||| the Notification Objects. Of course, it would be relatively straight-
bodyText ||| forward to modify the Replicated Object package to support this,
bodyText ||| but we have not yet found a need for these notifiers.
bodyText ||| A more advanced replicated object system would also improve
bodyText ||| the library. Most importantly, support for different consistency
bodyText ||| semantics would be extremely useful. If we could specify
bodyText ||| semantics such as “all updates completely define the state of an
bodyText ||| object, and only the last update is of interest,” the efficiency of the
bodyText ||| distribution of property values would improve significantly; in this
bodyText ||| case, updates could be applied (or discarded) when they arrive,
bodyText ||| without waiting for all previous updates to be applied, and could be
bodyText ||| applied locally without waiting for the round trip to the sequencer.
bodyText ||| There are also times when it would be useful to have support for
bodyText ||| consistency across multiple objects, either using causal ordering
bodyText ||| (as provided by systems such as ISIS and Visual-Obliq), or some
bodyText ||| kind of transaction protocol to allow large groups of changes to be
bodyText ||| applied either as a unit, or not at all. It is not clear how one would
bodyText ||| provide these features with a replicated object system such as the
bodyText ||| one used here.
bodyText ||| While a library such as Repo-3D could be built using a variety of
bodyText ||| underlying platforms, the most likely one for future work is Java.
bodyText ||| Java shares many of the advantages of Modula-3 (e.g., threads and
bodyText ||| garbage collection are common across all architectures) and the
footnote ||| 7. Computed as an offset from January 1, 1997.
footnote ||| 8. Implementation details of the combination of Network and Replicated
footnote ||| Objects made it difficult for us to adopt a more advanced solution.
bodyText ||| packages needed to create a Repo-3D-like toolkit are beginning to
bodyText ||| appear. While Java does not yet have a replicated object system as
bodyText ||| powerful as the Replicated Object package, a package such as
bodyText ||| JSDT [36] (which focuses more on data communication than high-
bodyText ||| level object semantics) may be a good starting point. Work is also
bodyText ||| being done on interpreted, distributed programming languages on
bodyText ||| top of Java (e.g., Ambit [9]). Finally, Java 3D is very similar to
bodyText ||| Anim-3D, even though its design leans toward efficiency instead of
bodyText ||| generality when there are trade-offs to be made. For example, the
bodyText ||| designers chose to forgo Anim-3D’s general property inheritance
bodyText ||| mechanism because it imposes computational overhead. By com-
bodyText ||| bining packages such as Java 3D, JSDT, and Ambit, it should be
bodyText ||| possible to build a distributed graphics library such as Repo-3D in
bodyText ||| Java.
sectionHeader ||| Acknowledgments
bodyText ||| We would like to thank the reviewers for their helpful comments,
bodyText ||| as well as the many other people who have contributed to this
bodyText ||| project. Andreas Butz ported CATHI to use Repo-3D and helped
bodyText ||| with the examples and the video. Clifford Beshers participated in
bodyText ||| many lively discussions about the gamut of issues dealing with
bodyText ||| language-level support for 3D graphics. Tobias Höllerer and
bodyText ||| Steven Dossick took part in many other lively discussions. Xinshi
bodyText ||| Sha implemented many of the extensions to Obliq-3D that went
bodyText ||| into Repo-3D. Luca Cardelli and Marc Najork of DEC SRC
bodyText ||| created Obliq and Obliq-3D, and provided ongoing help and
bodyText ||| encouragement over the years that Repo and Repo-3D have been
bodyText ||| evolving.
bodyText ||| This research was funded in part by the Office of Naval Research
bodyText ||| under Contract N00014-97-1-0838 and the National Tele-Immer-
bodyText ||| sion Initiative, and by gifts of software from Critical Mass and
bodyText ||| Microsoft.
sectionHeader ||| References
reference ||| [1] D. B. Anderson, J. W. Barrus, J. H. Howard, C. Rich, C. Shen, and
reference ||| R. C. Waters. Building Multi-User Interactive Multimedia Environ-
reference ||| ments at MERL. Technical Report Research Report TR95-17, Mit-
reference ||| subishi Electric Research Laboratory, November 1995.
reference ||| [2] H. Bal, M. Kaashoek, and A. Tanenbaum. Orca: A Language for
reference ||| Parallel Programming of Distributed Systems. IEEE Transactions on
reference ||| Software Engineering, 18(3):190–205, March 1992.
reference ||| [3] K. Bharat and L. Cardelli. Migratory Applications. In ACM UIST '95,
reference ||| pages 133-142, November 1995.
reference ||| [4] K. P. Birman. The Process Group Approach to Reliable Distributed
reference ||| Computing. CACM, 36(12):36–53, Dec 1993.
reference ||| [5] A. Birrell, G. Nelson, S. Owicki, and E. Wobber. Network Objects.
reference ||| In Proc. 14th ACM Symp. on Operating Systems Principles, 1993.
reference ||| [6] A Butz, Animation with CATHI, In Proceedings ofAAAI/IAAI '97,
reference ||| pages 957–962, 1997.
reference ||| [7]	J. Calvin, A. Dickens, B. Gaines, P. Metzger, D. Miller, and
reference ||| D. Owen. The SIMNET Virtual World Architecture. In Proc. IEEE
reference ||| VRAIS ’93, pages 450–455, Sept 1993.
reference ||| [8] L. Cardelli. A Language with Distributed Scope. Computing Sys-
reference ||| tems, 8(1):27–59, Jan 1995.
reference ||| [9] L. Cardelli and A. Gordon. Mobile Ambients. In Foundations of
reference ||| Software Science and Computational Structures, Maurice Nivat
reference ||| (Ed.), LNCE 1378, Springer, 140–155. 1998.
reference ||| [10] R. Carey and G. Bell. The Annotated VRML 2.0 Reference Manual.
reference ||| Addison-Wesley, Reading, MA, 1997.
reference ||| [11] C. Carlsson and O. Hagsand. DIVE—A Multi-User Virtual Reality
reference ||| System. In Proc. IEEE VRAIS ’93, pages 394–400, Sept 1993.
reference ||| [12] C. F. Codella, R. Jalili, L. Koved, and J. B. Lewis. A Toolkit for
reference ||| Developing Multi-User, Distributed Virtual Environments. In Proc.
reference ||| IEEE VRAIS ’93, pages 401–407, Sept 1993.
reference ||| [13] C. Elliott, G. Schechter, R. Yeung and S. Abi-Ezzi. TBAG: A High
reference ||| Level Framework for Interactive, Animated 3D Graphics
reference ||| Applications, In Proc. ACM SIGGRAPH 94, pages 421–434, August,
reference ||| 1994.
reference ||| [14] M. Fairen and A. Vinacua, ATLAS, A Platform for Distributed
reference ||| Graphics Applications, In Proc. VI Eurographics Workshop on Pro-
reference ||| gramming Paradigms in Graphics, pages 91–102, September, 1997.
reference ||| [15] S. Feiner, B. MacIntyre, M. Haupt, and E. Solomon. Windows on the
reference ||| World: 2D Windows for 3D Augmented Reality. In Proc. ACM UIST
reference ||| ’93, pages 145–155, 1993.
reference ||| [16] T. A. Funkhouser. RING: A Client-Server System for Multi-User
reference ||| Virtual Environments. In Proc. 1995 ACM Symp. on Interactive 3D
reference ||| Graphics, pages 85–92, March 1995.
reference ||| [17] G. Grimsdale. dVS—Distributed Virtual Environment System. In
reference ||| Proc. Computer Graphics ’91 Conference, 1991.
reference ||| [18] S. P. Harbison. Modula-3. Prentice-Hall, 1992.
reference ||| [19] H.W. Holbrook, S.K. Singhal and D.R. Cheriton, Log-Based
reference ||| Receiver-Reliable Multicast for Distributed Interactive Simulation,
reference ||| Proc. ACM SIGCOMM ’95, pages 328–341, 1995.
reference ||| [20] W. Levelt, M. Kaashoek, H. Bal, and A. Tanenbaum. A Comparison
reference ||| of Two Paradigms for Distributed Shared Memory. Software
reference ||| Practice and Experience, 22(11):985–1010, Nov 1992.
reference ||| [21] B. Lucas. A Scientific Visualization Renderer. In Proc. IEEE
reference ||| Visualization '92, pp. 227-233, October 1992.
reference ||| [22] V. Machiraju, A Framework for Migrating Objects in Distributed
reference ||| Graphics Applications, Masters Thesis, University of Utah, Depart-
reference ||| ment of Computer Science, Salt Lake City, UT, June, 1997.
reference ||| [23] B. MacIntyre. Repo: Obliq with Replicated Objects. Programmers
reference ||| Guide and Reference Manual. Columbia University Computer
reference ||| Science Department Research Report CUCS-023-97, 1997.}
reference ||| [24] B. MacIntyre, and S. Feiner. Language-level Support for Exploratory
reference ||| Programming of Distributed Virtual Environments. In Proc. ACM
reference ||| UIST ’96, pages 83–94, Seattle, WA, November 6–8, 1996.
reference ||| [25] M. A. Najork and M. H. Brown. Obliq-3D: A High-level, Fast-turn-
reference ||| around 3D Animation System. IEEE Transactions on Visualization
reference ||| and Computer Graphics, 1(2):175–145, June 1995.
reference ||| [26] R. Ben-Natan. CORBA: A Guide to the Common Object Request
reference ||| Broker Architecture, McGraw Hill, 1995.
reference ||| [27] D. Phillips, M. Pique, C. Moler, J. Torborg, D. Greenberg. Distribut-
reference ||| ed Graphics: Where to Draw the Lines? Panel Transcript,
reference ||| SIGGRAPH 89, available at:
reference ||| http://www.siggraph.org:443/publications/panels/siggraphi89/
reference ||| [28] A. Prakash and H. S. Shim. DistView: Support for Building Efficient
reference ||| Collaborative Applications Using Replicated Objects. In Proc. ACM
reference ||| CSCW ’94, pages 153–162, October 1994.
reference ||| [29] J. Rohlf and J. Helman, IRIS Performer: A High Performance
reference ||| Multiprocessing Toolkit for Real-Time {3D} Graphics, In Proc.
reference ||| ACM SIGGRAPH 94, pages 381–394, 1994.
reference ||| [30] M. Roseman and S. Greenberg. Building Real-Time Groupware with
reference ||| GroupKit, a Groupware Toolkit. ACM Transactions on Computer-
reference ||| Human Interaction, 3(1):66–106, March 1996.
reference ||| [31] C. Shaw and M. Green. The MR Toolkit Peers Package and
reference ||| Experiment. In Proc. IEEE VRAIS ’93, pages 18–22, Sept 1993.
reference ||| [32] G. Singh, L. Serra, W. Png, A. Wong, and H. Ng. BrickNet: Sharing
reference ||| Object Behaviors on the Net. In Proc. IEEE VRAIS ’95, pages 19–25,
reference ||| 1995.
reference ||| [33] H. Sowizral, K. Rushforth, and M. Deering. The Java 3D API
reference ||| Specification, Addison-Wesley, Reading, MA, 1998.
reference ||| [34] M. Stefik, G. Foster, D. G. Bobrow, K. Kahn, S. Lanning, and
reference ||| L. Suchman. Beyond The Chalkboard: Computer Support for
reference ||| Collaboration and Problem Solving in Meetings. CACM, 30(1):32–
reference ||| 47, January 1987.
reference ||| [35] P. S. Strauss and R. Carey, An Object-Oriented 3D Graphics Toolkit,
reference ||| In Computer Graphics (Proc. ACM SIGGRAPH 92), pages 341–349,
reference ||| Aug, 1992.
reference ||| [36] Sun Microsystems, Inc. The Java Shared Data Toolkit, 1998.
reference ||| Unsupported software, available at:
reference ||| http://developer.javasoft.com/developer/earlyAccess/jsdt/
reference ||| [37] I. Tou, S. Berson, G. Estrin, Y. Eterovic, and E. Wu. Prototyping
reference ||| Synchronous Group Applications. IEEE Computer, 27(5):48–56,
reference ||| May 1994.
reference ||| [38] R. Waters and D. Anderson. The Java Open Community Version 0.9
reference ||| Application Program Interface. Feb, 1997. Available online at:
reference ||| http://www.merl.com/opencom/opencom-java-api.html
reference ||| [39] A. Wollrath, R. Riggs, and J. Waldo. A Distributed Object Model for
reference ||| the Java System, In Proc. USENIX COOTS ’96, pages 219–231, July
reference ||| 1996.
reference ||| [40] R. Zeleznik, D. Conner, M. Wloka, D. Aliaga, N. Huang,
reference ||| P. Hubbard, B. Knep, H. Kaufman, J. Hughes, and A. van Dam. An
reference ||| Object-oriented Framework for the Integration of Interactive
reference ||| Animation Techniques. In Computer Graphics (SIGGRAPH '91
reference ||| Proceedings), pages 105–112, July, 1991.
reference ||| [41 ] M. J. Zyda, D. R. Pratt, J. G. Monahan, and K. P. Wilson. NPSNET:
reference ||| Constructing a 3D Virtual World. In Proc. 1992 ACM Symp. on
reference ||| Interactive 3D Graphics, pages 147–156, Mar. 1992.

note ||| CHI 2008 Proceedings · Socio-Cultural Impact	April 5-10, 2008 · Florence, Italy
title ||| Ambient Social TV:
title ||| Drawing People into a Shared Experience
author ||| Gunnar Harboe, Crysta J. Metcalf, Frank Bentley,
author ||| Joe Tullio, Noel Massey, Guy Romano
affiliation ||| Motorola Labs
address ||| 1295 E. Algonquin Rd., Schaumburg, IL 60196
email ||| {gunnar.harboe, crysta.metcalf, f.bentley, joe.tullio, noel.massey, guy} @motorola.com
sectionHeader ||| ABSTRACT
bodyText ||| We examine how ambient displays can augment social
bodyText ||| television. Social TV 2 is an interactive television solution
bodyText ||| that incorporates two ambient displays to convey to
bodyText ||| participants an aggregate view of their friends’ current TV-
bodyText ||| watching status. Social TV 2 also allows users to see which
bodyText ||| television shows friends and family are watching and send
bodyText ||| lightweight messages from within the TV-viewing
bodyText ||| experience. Through a two-week field study we found the
bodyText ||| ambient displays to be an integral part of the experience.
bodyText ||| We present the results of our field study with a discussion
bodyText ||| of the implications for future social systems in the home.
sectionHeader ||| Author Keywords
keyword ||| Social television, interactive television, social presence
keyword ||| awareness, ambient displays, field trial
sectionHeader ||| ACM Classification Keywords
keyword ||| H5.m. Information interfaces and presentation (e.g., HCI):
keyword ||| Miscellaneous.
sectionHeader ||| INTRODUCTION
bodyText ||| Although Internet use is gaining importance, TV watching
bodyText ||| is still the primary recreational activity of American adults,
bodyText ||| accounting for half of all leisure time [7]. Although there is
bodyText ||| great social potential in TV watching as a shared activity
bodyText ||| and a topic for conversation [20], at least half of all people
bodyText ||| usually watch alone [10].
bodyText ||| Many technologies coming out of the interactive television
bodyText ||| (iTV) field, such as Video-On-Demand and Personal Video
bodyText ||| Recorders (PVRs), focus on providing personalization and
bodyText ||| greater individual control. They cater to viewers as isolated
bodyText ||| individuals, and fragment audiences further [16].
bodyText ||| However, in recent years ‘social television,’ the idea of
bodyText ||| using communication technology to connect TV viewers, in
bodyText ||| order to create remotely shared experiences around TV
copyright ||| Permission to make digital or hard copies of all or part of this work for
copyright ||| personal or classroom use is granted without fee provided that copies are
copyright ||| not made or distributed for profit or commercial advantage and that copies
copyright ||| bear this notice and the full citation on the first page. To copy otherwise,
copyright ||| or republish, to post on servers or to redistribute to lists, requires prior
copyright ||| specific permission and/or a fee.
note ||| CHI 2008, April 5–10, 2008, Florence, Italy.
copyright ||| Copyright 2008 ACM 978-1-60558-011-1/08/04...$5.00
bodyText ||| content, has received much attention. Proponents of this
bodyText ||| idea see television as a social experience capable of
bodyText ||| reinforcing bonds in strong-tie relationships. TV
bodyText ||| programming can provide the common, shared experience
bodyText ||| that serves as a basis for socialization, even for groups who
bodyText ||| are already fairly close [29]. Social television systems
bodyText ||| typically integrate some combination of text chat, voice
bodyText ||| chat or video chat with TV programming, and use presence
bodyText ||| to provide awareness of the status and context of other users
bodyText ||| of the system [5, 9, 15, 23]. These efforts tie into earlier
bodyText ||| CMC work on telepresence and co-viewing, but come at the
bodyText ||| design and research questions from a different angle.
bodyText ||| In previous work we noted that users of social television
bodyText ||| systems would benefit from features that indicate favorable
bodyText ||| times for shared viewing [15]. One solution is to use
bodyText ||| always-on ambient displays to let users be aware of when
bodyText ||| others are watching TV. From a research standpoint, we can
bodyText ||| then examine how this kind of awareness helps or
bodyText ||| encourages people to get in touch through their social
bodyText ||| televisions, and in particular, how it is used to initiate and
bodyText ||| escalate communication sessions. As no extended field
bodyText ||| trials of social television systems have been reported to
bodyText ||| date, these important issues remain largely unexplored.
bodyText ||| In this paper, we present results from a two-week field
bodyText ||| study of Social TV 2, an experimental social television
bodyText ||| system that incorporates an ambient display component to
bodyText ||| provide awareness of remote viewers. Two groups of five
bodyText ||| households participated, with the members of each group
bodyText ||| comprising an existing social circle. In addition to standard
bodyText ||| social television functionality, Social TV 2 incorporates
bodyText ||| ambient displays in order to keep users aware of the
bodyText ||| participation of their friends and family. We found that the
bodyText ||| ambient displays proved to be a defining component of the
bodyText ||| system. The displays were effective indicators of good
bodyText ||| times to use Social TV 2, increased participants’ awareness
bodyText ||| of others’ TV-viewing schedules, and encouraged
bodyText ||| participation in the system. This participation often began
bodyText ||| as a glance at the ambient display – a quick check on the
bodyText ||| status of a participant’s social network, but would
bodyText ||| frequently escalate to deeper or more extended
bodyText ||| communication. In this way, participants began treating TV
bodyText ||| watching as a fundamentally social activity. Thus, the
page ||| 1
note ||| CHI 2008 Proceedings · Soci-Cultural Impact	April 5-10, 2008 · Florence, Italy
figureCaption ||| Figure 1: The Social TV 2 system in use. The ambient
figureCaption ||| orb is visible in the upper left, above the television.
figureCaption ||| addition of ambient displays helped to fulfill the design
figureCaption ||| objectives of the system.
bodyText ||| In the following sections, we describe the design of our
bodyText ||| Social TV 2 prototype, which we then put in the context of
bodyText ||| existing work in both the social television and ambient
bodyText ||| display literature. We outline unanswered questions that led
bodyText ||| us to initiate this work and describe the mixed-method
bodyText ||| approach to our field study. We then present our results,
bodyText ||| describing how the ambient devices functioned as
bodyText ||| traditional presence displays and as components of a more
bodyText ||| complex communication system. Lastly, we show how
bodyText ||| these findings bear on other social applications in the home,
bodyText ||| and outline our future goals for social television research
bodyText ||| and design.
sectionHeader ||| SOCIAL TV 2
bodyText ||| Social TV 2 follows Social TV, the system previously
bodyText ||| described in Harboe et al. [15]. It is a prototype system that
bodyText ||| allows remotely located friends and family to experience
bodyText ||| some of the benefits of sitting next to one another on the
bodyText ||| couch and watching a TV program together (Figure 1). To
bodyText ||| provide this experience, we supplement typical TV
bodyText ||| functions with two additional features: TV presence
bodyText ||| information, and the ability to send and receive lightweight
bodyText ||| messages. The features were selected to specifically
bodyText ||| investigate people’s behaviors at the boundaries of the
bodyText ||| social television experience, as they begin and end their
bodyText ||| interactions, rather than the details of how they acted while
bodyText ||| fully engaged in the communication experience.
bodyText ||| The prototype is implemented as a PC application running
bodyText ||| on top of GBPVR1 media center software. The system uses
bodyText ||| on-screen displays to communicate which of the user’s
bodyText ||| friends or family (‘buddies’) are currently watching, what
bodyText ||| they are watching, and what they have watched in the past.
footnote ||| 1 http://www.gbpvr.com/
footnote ||| The laptop running the Social TV 2 software is connected
footnote ||| to a television, and all interaction with the system is
footnote ||| performed with a standard remote control. For our field
footnote ||| tests we chose to use a TiVo® remote that had several keys
footnote ||| relabeled to correspond to the features of our system.
subsectionHeader ||| TV Presence
bodyText ||| A key requirement for encouraging participation in social
bodyText ||| television is the ability to make users aware of when their
bodyText ||| friends and family are logged into the system and watching
bodyText ||| programs on TV. This information can be viewed from an
bodyText ||| on-screen buddy list (Figure 2). The deployed system has
bodyText ||| two presence states: ‘watching TV’ and ‘away’. The ‘away’
bodyText ||| state is intended to inform buddies that a user is not
bodyText ||| currently watching TV. It is set automatically when the TV
bodyText ||| is turned off or when no interactions with the system are
bodyText ||| detected for some time after a program has ended. Users
bodyText ||| can also disconnect from the social component of the
bodyText ||| system if they wish to watch TV in privacy, and will then
bodyText ||| appear to others to be ‘away.’ However, in this state many
bodyText ||| of the features of the system are disabled, preserving a ‘see
bodyText ||| and be seen’ information reciprocity.
bodyText ||| Users can change to the same program that their buddy is
bodyText ||| watching from the buddy list. Additionally, whenever the
bodyText ||| channel is changed, a list of buddies who are also watching
bodyText ||| that program is displayed as part of the transient channel
bodyText ||| information banner.
subsectionHeader ||| Ambient Devices
bodyText ||| While Social TV 2’s on-screen display provides presence
bodyText ||| awareness on the television, we wanted another means to
bodyText ||| convey this information when the TV wasn’t on, or when
bodyText ||| users were in a different room and unable to see the TV.
bodyText ||| We chose to use two separate displays capable of
bodyText ||| communicating information unobtrusively, visible from
bodyText ||| anywhere in a room, and which would fit in as household
bodyText ||| objects. The system has two different display devices to
bodyText ||| meet these needs (Figure 3).
figureCaption ||| Figure 2: The Social TV 2 on-screen buddy list.
page ||| 2
note ||| CHI 2008 Proceedings · Socio-Cultural Impact	April 5-10, 2008 · Florence, Italy
figureCaption ||| Figure 3: The orb and Chumby devices displaying a
figureCaption ||| purple color (more than one friend is watching TV).
bodyText ||| As our primary ambient display, we chose the Ambient
bodyText ||| Orb, a color changing lamp from Ambient Devices,2 and
bodyText ||| configured it to display the current number of buddies
bodyText ||| watching television. Different colors are used to indicate
bodyText ||| whether one (blue), more than one (purple), or no other
bodyText ||| buddies (yellow) are currently watching TV.
bodyText ||| The orb was connected via serial cable to our prototype,
bodyText ||| and therefore had to be placed close to the TV. As people
bodyText ||| often spend much of their time outside of the living room
bodyText ||| [1], we wanted to include a second display for times when
bodyText ||| users could not see the primary ambient display. The
bodyText ||| Chumby3 is a WiFi-enabled internet appliance with a 3.5"
bodyText ||| LCD color display Though we would have preferred to use
bodyText ||| a second orb, the Chumby provided faster updates and more
bodyText ||| reliable wireless reception than the orb’s pager-based
bodyText ||| network alternative. We wrote a Flash widget for the
bodyText ||| Chumby that follows the color of the living room orb in
bodyText ||| near-synchronization (within 15 seconds).
bodyText ||| Besides providing information about the number of buddies
bodyText ||| online, we wanted to use the displays to attract users to the
bodyText ||| system when a friend or family member invited them to
bodyText ||| watch a show with them. To signal this, we designed the
bodyText ||| displays to pulse slowly between the current color and
bodyText ||| black. We did not want the flashing to be too distracting,
bodyText ||| but wanted users to notice it so that they could come to their
bodyText ||| televisions if they desired.
subsectionHeader ||| Messaging
bodyText ||| We provided no voice or freeform text communication
bodyText ||| features. However, users can send ‘suggestions’ to invite a
bodyText ||| buddy to watch their current show together. If the buddy
bodyText ||| accepts the suggestion, the system automatically changes
bodyText ||| the channel to that program.
bodyText ||| When two or more buddies are watching the same program,
bodyText ||| the prototype allows them to send messages to each other.
bodyText ||| In the first round of this study, the system allowed only
bodyText ||| three expressions, in the form of graphical thumbs-up,
bodyText ||| thumbs-down, or ‘shout-out’ emoticons. After this
bodyText ||| deployment, we received feedback that our participants
bodyText ||| wanted to send a wider variety of messages. Therefore, for
footnote ||| 2 http://www.ambientdevices.com/
footnote ||| 3 http://www.chumby.com/
bodyText ||| the second group, we implemented a new feature that
bodyText ||| replaced the generic ‘shout-out’ message with
bodyText ||| approximately 20 pre-determined messages such as “How
bodyText ||| is this show?”, “This sucks!”, or “Call me”. A number of
bodyText ||| possible replies are available (“Good!”, “Bad!”, etc.), as
bodyText ||| well as the thumbs-up and thumbs-down emoticons.
sectionHeader ||| RELATED WORK
subsectionHeader ||| Social Television Systems and Studies
bodyText ||| The idea of communicating and sharing awareness through
bodyText ||| the television set has been explored by a number of
bodyText ||| different researchers. However, social television systems as
bodyText ||| yet remain confined to labs and limited trials. AmigoTV,
bodyText ||| described by Coppens et al. [9], was an early social
bodyText ||| television system that included presence, a buddy list,
bodyText ||| invitations, emoticons, and voice chat, but no facilities for
bodyText ||| indicating presence while offline. Telebuddies, by Luyten et
bodyText ||| al. [21], takes a different approach to the challenge of
bodyText ||| drawing users into the experience, using a friend-of-a-friend
bodyText ||| profile of interests and social relationships to match users
bodyText ||| with suitable communication partners. A more
bodyText ||| comprehensive review of social television systems can be
bodyText ||| found in Harboe et al. [14].
bodyText ||| Geerts [14] and Baillie et al. [2] conducted user studies of
bodyText ||| AmigoTV, both of them lab experiments comparing voice
bodyText ||| communication to other modalities. Weisz et al. [29] and
bodyText ||| Regan and Todd [24] examined groups or pairs of friends
bodyText ||| and strangers using text chat while watching videos or TV
bodyText ||| together. Similarly, Oehlberg et al. studied groups of
bodyText ||| friends and acquaintances watching television, both in
bodyText ||| collocated groups and connected via an audio link [23].
bodyText ||| Finally, In Harboe et al. we examined friends and family
bodyText ||| watching TV in a voice chat setting; this in the participants’
bodyText ||| homes rather than the lab [15].
bodyText ||| All these studies were based on single-session events. None
bodyText ||| of them looked at the process by which a shared viewing
bodyText ||| experience is initiated or how the systems are used over
bodyText ||| time. However, Boertjes has announced a prolonged in-
bodyText ||| home study of a social television system called ConnecTV
bodyText ||| [5], and we await those results with interest.
bodyText ||| Building on this existing work, we are extending the social
bodyText ||| television concept by including additional facilities for
bodyText ||| offline awareness of TV presence information. In addition,
bodyText ||| we are presenting results from the field that that throw light
bodyText ||| on the real-world use of television-based sociability, and
