In a I In In In n In In In in InitCap nonNum 4 no no lastName no no no noEditors 4 others booktitle
Proceedings a P Pr Pro Proc s gs ngs ings proceedings InitCap nonNum 0 no no no no no no noEditors 4 others booktitle
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 4 others booktitle
the a t th the the e he the the the others nonNum 32 no no no no no publisherName noEditors 5 others booktitle
European a E Eu Eur Euro n an ean pean european InitCap nonNum 0 no no no no no no noEditors 5 others booktitle
Conference a C Co Con Conf e ce nce ence conference InitCap nonNum 0 no no no no no no noEditors 5 others booktitle
on a o on on on n on on on on others nonNum 4 no no lastName no no no noEditors 6 others booktitle
Machine a M Ma Mac Mach e ne ine hine machine InitCap nonNum 0 no no no no no no noEditors 6 others booktitle
Learning, , L Le Lea Lear , g, ng, ing, learning InitCap nonNum 32 no no no no no publisherName noEditors 6 contPunct booktitle
pp. . p pp pp. pp. . p. pp. pp. pp others nonNum 0 no no no no no no noEditors 7 stopPunct pages
3-20 0 3 3- 3-2 3-20 0 20 -20 3-20 320 others possiblePage 0 no no no no no no noEditors 7 others pages
Vienna. . V Vi Vie Vien . a. na. nna. vienna InitCap nonNum 16 no no no no placeName no noEditors 7 stopPunct location

Asahiro, , A As Asa Asah , o, ro, iro, asahiro InitCap nonNum 0 no no no no no no noEditors 0 contPunct author
Y., , Y Y. Y., Y., , ., Y., Y., y singleCap nonNum 0 no no no no no no noEditors 0 contPunct author
Iwama, , I Iw Iwa Iwam , a, ma, ama, iwama InitCap nonNum 0 no no no no no no noEditors 0 contPunct author
K., , K K. K., K., , ., K., K., k singleCap nonNum 0 no no no no no no noEditors 1 contPunct author
& & & & & & & & & & empty AllCap nonNum 0 no no no no no no noEditors 1 others author
Miyano, , M Mi Miy Miya , o, no, ano, miyano InitCap nonNum 0 no no no no no no noEditors 2 contPunct author
E. . E E. E. E. . E. E. E. e singleCap nonNum 32 no no no no no publisherName noEditors 2 stopPunct author
(1993). . ( (1 (19 (199 . ). 3). 93). 1993 others year 0 no no no no no no noEditors 3 stopPunct date
Random a R Ra Ran Rand m om dom ndom random InitCap nonNum 0 no no no no no no noEditors 3 others title
generation a g ge gen gene n on ion tion generation others nonNum 0 no no no no no no noEditors 3 others title
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 4 others title
test a t te tes test t st est test test others nonNum 4 no no lastName no no no noEditors 4 others title
instances a i in ins inst s es ces nces instances others nonNum 0 no no no no no no noEditors 5 others title
with a w wi wit with h th ith with with others nonNum 0 no no no no no no noEditors 5 others title
controlled a c co con cont d ed led lled controlled others nonNum 0 no no no no no no noEditors 6 others title
attributes. . a at att attr . s. es. tes. attributes others nonNum 0 no no no no no no noEditors 6 stopPunct title
In a I In In In n In In In in InitCap nonNum 4 no no lastName no no no noEditors 6 others booktitle
Second a S Se Sec Seco d nd ond cond second InitCap nonNum 4 no no lastName no no no noEditors 7 others booktitle
DIMACS A D DI DIM DIMA S CS ACS MACS dimacs AllCap nonNum 0 no no no no no no noEditors 7 others booktitle
Challenge a C Ch Cha Chal e ge nge enge challenge InitCap nonNum 0 no no no no no no noEditors 8 others booktitle
Workshop. . W Wo Wor Work . p. op. hop. workshop InitCap nonNum 0 no no no no no no noEditors 8 stopPunct booktitle

Leroy, , L Le Ler Lero , y, oy, roy, leroy InitCap nonNum 5 maleName no lastName no no no noEditors 0 contPunct author
X. . X X. X. X. . X. X. X. x singleCap nonNum 0 no no no no no no noEditors 0 stopPunct author
The a T Th The The e he The The the InitCap nonNum 32 no no no no no publisherName noEditors 1 others title
Objective a O Ob Obj Obje e ve ive tive objective InitCap nonNum 0 no no no no no no noEditors 2 others title
Caml a C Ca Cam Caml l ml aml Caml caml InitCap nonNum 0 no no no no no no noEditors 3 others title
system, , s sy sys syst , m, em, tem, system others nonNum 0 no no no no no no noEditors 3 contPunct title
documentation a d do doc docu n on ion tion documentation others nonNum 0 no no no no no no noEditors 4 others title
and a a an and and d nd and and and others nonNum 0 no no no no no no noEditors 5 others title
user's a u us use user s 's r's er's users others nonNum 0 no no no no no no noEditors 6 others title
guide, , g gu gui guid , e, de, ide, guide others nonNum 0 no no no no no no noEditors 6 contPunct title
1997. . 1 19 199 1997 . 7. 97. 997. 1997 others year 0 no no no no no no noEditors 7 stopPunct date

Thomas a T Th Tho Thom s as mas omas thomas InitCap nonNum 37 maleName no lastName no no publisherName noEditors 0 others author
F. . F F. F. F. . F. F. F. f singleCap nonNum 32 no no no no no publisherName noEditors 0 stopPunct author
LaPorta a L La LaP LaPo a ta rta orta laporta InitCap nonNum 4 no no lastName no no no noEditors 0 others author
and a a an and and d nd and and and others nonNum 0 no no no no no no noEditors 1 others author
Mischa a M Mi Mis Misc a ha cha scha mischa InitCap nonNum 1 maleName no no no no no noEditors 1 others author
Schwartz. . S Sc Sch Schw . z. tz. rtz. schwartz InitCap nonNum 4 no no lastName no no no noEditors 1 stopPunct author
Performance a P Pe Per Perf e ce nce ance performance InitCap nonNum 0 no no no no no no noEditors 2 others title
analysis a a an ana anal s is sis ysis analysis others nonNum 0 no no no no no no noEditors 2 others title
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 2 others title
MSP: : M MS MSP MSP: : P: SP: MSP: msp AllCap nonNum 0 no no no no no no noEditors 3 contPunct title
Feature-rich a F Fe Fea Feat h ch ich rich featurerich InitCap nonNum 0 no no no no no no noEditors 3 others title
high-speed a h hi hig high d ed eed peed highspeed others nonNum 0 no no no no no no noEditors 4 others title
transport a t tr tra tran t rt ort port transport others nonNum 0 no no no no no no noEditors 4 others title
protocol. . p pr pro prot . l. ol. col. protocol others nonNum 0 no no no no no no noEditors 4 stopPunct title
IEEE/ACM A I IE IEE IEEE M CM ACM /ACM ieeeacm AllCap nonNum 0 no no no no no no noEditors 5 others journal
Transactions a T Tr Tra Tran s ns ons ions transactions InitCap nonNum 0 no no no no no no noEditors 5 others journal
on a o on on on n on on on on others nonNum 4 no no lastName no no no noEditors 5 others journal
Networking, , N Ne Net Netw , g, ng, ing, networking InitCap nonNum 0 no no no no no no noEditors 6 contPunct journal
1(6) ) 1 1( 1(6 1(6) ) 6) (6) 1(6) 16 others possibleVol 0 no no no no no no noEditors 6 others volume
740-753, , 7 74 740 740- , 3, 53, 753, 740753 others possiblePage 0 no no no no no no noEditors 6 contPunct pages
December a D De Dec Dece r er ber mber december InitCap nonNum 12 no no lastName monthName no no noEditors 7 others date
1993. . 1 19 199 1993 . 3. 93. 993. 1993 others year 0 no no no no no no noEditors 7 stopPunct date

U. . U U. U. U. . U. U. U. u singleCap nonNum 0 no no no no no no noEditors 0 stopPunct author
Kremer, , K Kr Kre Krem , r, er, mer, kremer InitCap nonNum 4 no no lastName no no no noEditors 0 contPunct author
H. . H H. H. H. . H. H. H. h singleCap nonNum 0 no no no no no no noEditors 0 stopPunct author
Zima, , Z Zi Zim Zima , a, ma, ima, zima InitCap nonNum 20 no no lastName no placeName no noEditors 1 contPunct author
H.-J. . H H. H.- H.-J . J. -J. .-J. hj AllCap nonNum 0 no no no no no no noEditors 1 stopPunct author
Bast, , B Ba Bas Bast , t, st, ast, bast InitCap nonNum 4 no no lastName no no no noEditors 1 contPunct author
and a a an and and d nd and and and others nonNum 0 no no no no no no noEditors 2 others author
M. . M M. M. M. . M. M. M. m singleCap nonNum 0 no no no no no no noEditors 2 stopPunct author
Gerndt. . G Ge Ger Gern . t. dt. ndt. gerndt InitCap nonNum 0 no no no no no no noEditors 3 stopPunct author
Advanced a A Ad Adv Adva d ed ced nced advanced InitCap nonNum 0 no no no no no no noEditors 3 others title
tools a t to too tool s ls ols ools tools others nonNum 4 no no lastName no no no noEditors 3 others title
and a a an and and d nd and and and others nonNum 0 no no no no no no noEditors 4 others title
techniques a t te tec tech s es ues ques techniques others nonNum 0 no no no no no no noEditors 4 others title
for a f fo for for r or for for for others nonNum 32 no no no no no publisherName noEditors 4 others title
automatic a a au aut auto c ic tic atic automatic others nonNum 0 no no no no no no noEditors 5 others title
parallelization. . p pa par para . n. on. ion. parallelization others nonNum 0 no no no no no no noEditors 5 stopPunct title
Parallel a P Pa Par Para l el lel llel parallel InitCap nonNum 0 no no no no no no noEditors 6 others journal
Computing, , C Co Com Comp , g, ng, ing, computing InitCap nonNum 0 no no no no no no noEditors 6 contPunct journal
7 0 7 7 7 7 7 7 7 7 7 others 1dig 0 no no no no no no noEditors 6 others volume
387-393, , 3 38 387 387- , 3, 93, 393, 387393 others possiblePage 0 no no no no no no noEditors 7 contPunct pages
1988. . 1 19 198 1988 . 8. 88. 988. 1988 others year 0 no no no no no no noEditors 7 stopPunct date

J. . J J. J. J. . J. J. J. j singleCap nonNum 4 no no lastName no no no noEditors 0 stopPunct author
S. . S S. S. S. . S. S. S. s singleCap nonNum 32 no no no no no publisherName noEditors 0 stopPunct author
Huang a H Hu Hua Huan g ng ang uang huang InitCap nonNum 4 no no lastName no no no noEditors 0 others author
and a a an and and d nd and and and others nonNum 0 no no no no no no noEditors 0 others author
Y. . Y Y. Y. Y. . Y. Y. Y. y singleCap nonNum 0 no no no no no no noEditors 1 stopPunct author
C. . C C. C. C. . C. C. C. c singleCap nonNum 0 no no no no no no noEditors 1 stopPunct author
Chow. . C Ch Cho Chow . w. ow. how. chow InitCap nonNum 4 no no lastName no no no noEditors 1 stopPunct author
Parallel a P Pa Par Para l el lel llel parallel InitCap nonNum 0 no no no no no no noEditors 2 others title
Sorting a S So Sor Sort g ng ing ting sorting InitCap nonNum 0 no no no no no no noEditors 2 others title
and a a an and and d nd and and and others nonNum 0 no no no no no no noEditors 2 others title
Data a D Da Dat Data a ta ata Data data InitCap nonNum 0 no no no no no no noEditors 3 others title
Partitioning a P Pa Par Part g ng ing ning partitioning InitCap nonNum 0 no no no no no no noEditors 3 others title
by a b by by by y by by by by others nonNum 0 no no no no no no noEditors 3 others title
Sampling. . S Sa Sam Samp . g. ng. ing. sampling InitCap nonNum 0 no no no no no no noEditors 4 stopPunct title
In a I In In In n In In In in InitCap nonNum 4 no no lastName no no no noEditors 4 others booktitle
Proceedings a P Pr Pro Proc s gs ngs ings proceedings InitCap nonNum 0 no no no no no no noEditors 4 others booktitle
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 5 others booktitle
the a t th the the e he the the the others nonNum 32 no no no no no publisherName noEditors 5 others booktitle
7th a 7 7t 7th 7th h th 7th 7th 7th others ordinal 0 no no no no no no noEditors 5 others booktitle
Computer a C Co Com Comp r er ter uter computer InitCap nonNum 0 no no no no no no noEditors 6 others booktitle
Software a S So Sof Soft e re are ware software InitCap nonNum 32 no no no no no publisherName noEditors 6 others booktitle
and a a an and and d nd and and and others nonNum 0 no no no no no no noEditors 6 others booktitle
Applications a A Ap App Appl s ns ons ions applications InitCap nonNum 0 no no no no no no noEditors 7 others booktitle
Conference, , C Co Con Conf , e, ce, nce, conference InitCap nonNum 0 no no no no no no noEditors 7 contPunct booktitle
pages a p pa pag page s es ges ages pages others nonNum 4 no no lastName no no no noEditors 7 others pages
627-631, , 6 62 627 627- , 1, 31, 631, 627631 others possiblePage 0 no no no no no no noEditors 8 contPunct pages
November a N No Nov Nove r er ber mber november InitCap nonNum 12 no no lastName monthName no no noEditors 8 others date
1983. . 1 19 198 1983 . 3. 83. 983. 1983 others year 0 no no no no no no noEditors 8 stopPunct date

Hume, , H Hu Hum Hume , e, me, ume, hume InitCap nonNum 4 no no lastName no no no noEditors 0 contPunct author
D., , D D. D., D., , ., D., D., d singleCap nonNum 0 no no no no no no noEditors 0 contPunct author
& & & & & & & & & & empty AllCap nonNum 0 no no no no no no noEditors 0 others author
Sammut, , S Sa Sam Samm , t, ut, mut, sammut InitCap nonNum 4 no no lastName no no no noEditors 1 contPunct author
C. . C C. C. C. . C. C. C. c singleCap nonNum 0 no no no no no no noEditors 1 stopPunct author
(1991). . ( (1 (19 (199 . ). 1). 91). 1991 others year 0 no no no no no no noEditors 1 stopPunct date
Using a U Us Usi Usin g ng ing sing using InitCap nonNum 0 no no no no no no noEditors 2 others title
inverse a i in inv inve e se rse erse inverse others nonNum 0 no no no no no no noEditors 2 others title
resolution a r re res reso n on ion tion resolution others nonNum 0 no no no no no no noEditors 2 others title
to a t to to to o to to to to others nonNum 36 no no lastName no no publisherName noEditors 3 others title
learn a l le lea lear n rn arn earn learn others nonNum 4 no no lastName no no no noEditors 3 others title
relations a r re rel rela s ns ons ions relations others nonNum 0 no no no no no no noEditors 3 others title
from a f fr fro from m om rom from from others nonNum 4 no no lastName no no no noEditors 4 others title
experiments. . e ex exp expe . s. ts. nts. experiments others nonNum 0 no no no no no no noEditors 4 stopPunct title
In a I In In In n In In In in InitCap nonNum 4 no no lastName no no no noEditors 4 others booktitle
Proceedings a P Pr Pro Proc s gs ngs ings proceedings InitCap nonNum 0 no no no no no no noEditors 5 others booktitle
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 5 others booktitle
the a t th the the e he the the the others nonNum 32 no no no no no publisherName noEditors 5 others booktitle
Eighth a E Ei Eig Eigh h th hth ghth eighth InitCap nonNum 0 no no no no no no noEditors 6 others booktitle
International a I In Int Inte l al nal onal international InitCap nonNum 32 no no no no no publisherName noEditors 6 others booktitle
Workshop a W Wo Wor Work p op hop shop workshop InitCap nonNum 0 no no no no no no noEditors 6 others booktitle
on a o on on on n on on on on others nonNum 4 no no lastName no no no noEditors 7 others booktitle
Machine a M Ma Mac Mach e ne ine hine machine InitCap nonNum 0 no no no no no no noEditors 7 others booktitle
Learning. . L Le Lea Lear . g. ng. ing. learning InitCap nonNum 32 no no no no no publisherName noEditors 7 stopPunct booktitle
Morgan a M Mo Mor Morg n an gan rgan morgan InitCap nonNum 39 maleName femaleName lastName no no publisherName noEditors 8 others publisher
Kaufmann. . K Ka Kau Kauf . n. nn. ann. kaufmann InitCap nonNum 36 no no lastName no no publisherName noEditors 8 stopPunct publisher

Baral, , B Ba Bar Bara , l, al, ral, baral InitCap nonNum 4 no no lastName no no no noEditors 0 contPunct author
C., , C C. C., C., , ., C., C., c singleCap nonNum 0 no no no no no no noEditors 0 contPunct author
& & & & & & & & & & empty AllCap nonNum 0 no no no no no no noEditors 0 others author
Subrahmanian, , S Su Sub Subr , n, an, ian, subrahmanian InitCap nonNum 0 no no no no no no noEditors 1 contPunct author
V. . V V. V. V. . V. V. V. v singleCap nonNum 0 no no no no no no noEditors 1 stopPunct author
(1991). . ( (1 (19 (199 . ). 1). 91). 1991 others year 0 no no no no no no noEditors 1 stopPunct date
Duality a D Du Dua Dual y ty ity lity duality InitCap nonNum 0 no no no no no no noEditors 2 others title
between a b be bet betw n en een ween between others nonNum 0 no no no no no no noEditors 2 others title
alternative a a al alt alte e ve ive tive alternative others nonNum 0 no no no no no no noEditors 2 others title
semantics a s se sem sema s cs ics tics semantics others nonNum 0 no no no no no no noEditors 3 others title
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 3 others title
logic a l lo log logi c ic gic ogic logic others nonNum 0 no no no no no no noEditors 3 others title
programs a p pr pro prog s ms ams rams programs others nonNum 0 no no no no no no noEditors 4 others title
and a a an and and d nd and and and others nonNum 0 no no no no no no noEditors 4 others title
nonmonotonic a n no non nonm c ic nic onic nonmonotonic others nonNum 0 no no no no no no noEditors 4 others title
formalisms. . f fo for form . s. ms. sms. formalisms others nonNum 0 no no no no no no noEditors 5 stopPunct title
In a I In In In n In In In in InitCap nonNum 4 no no lastName no no no noEditors 5 others booktitle
Proc. . P Pr Pro Proc . c. oc. roc. proc InitCap nonNum 0 no no no no no no noEditors 5 stopPunct booktitle
Intl. . I In Int Intl . l. tl. ntl. intl InitCap nonNum 0 no no no no no no noEditors 6 stopPunct booktitle
Workshop a W Wo Wor Work p op hop shop workshop InitCap nonNum 0 no no no no no no noEditors 6 others booktitle
on a o on on on n on on on on others nonNum 4 no no lastName no no no noEditors 6 others booktitle
Logic a L Lo Log Logi c ic gic ogic logic InitCap nonNum 0 no no no no no no noEditors 7 others booktitle
Programming a P Pr Pro Prog g ng ing ming programming InitCap nonNum 0 no no no no no no noEditors 7 others booktitle
and a a an and and d nd and and and others nonNum 0 no no no no no no noEditors 7 others booktitle
Nonmonotonic a N No Non Nonm c ic nic onic nonmonotonic InitCap nonNum 0 no no no no no no noEditors 8 others booktitle
Reasoning. . R Re Rea Reas . g. ng. ing. reasoning InitCap nonNum 0 no no no no no no noEditors 8 stopPunct booktitle
Springer. . S Sp Spr Spri . r. er. ger. springer InitCap nonNum 36 no no lastName no no publisherName noEditors 8 stopPunct publisher

M. . M M. M. M. . M. M. M. m singleCap nonNum 0 no no no no no no noEditors 0 stopPunct author
Galles a G Ga Gal Gall s es les lles galles InitCap nonNum 4 no no lastName no no no noEditors 0 others author
and a a an and and d nd and and and others nonNum 0 no no no no no no noEditors 0 others author
E. . E E. E. E. . E. E. E. e singleCap nonNum 32 no no no no no publisherName noEditors 0 stopPunct author
Williams. . W Wi Wil Will . s. ms. ams. williams InitCap nonNum 20 no no lastName no placeName no noEditors 1 stopPunct author
Performance a P Pe Per Perf e ce nce ance performance InitCap nonNum 0 no no no no no no noEditors 1 others title
optimizations, , o op opt opti , s, ns, ons, optimizations others nonNum 0 no no no no no no noEditors 1 contPunct title
implementation, , i im imp impl , n, on, ion, implementation others nonNum 0 no no no no no no noEditors 2 contPunct title
and a a an and and d nd and and and others nonNum 0 no no no no no no noEditors 2 others title
verification a v ve ver veri n on ion tion verification others nonNum 0 no no no no no no noEditors 2 others title
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 2 others title
the a t th the the e he the the the others nonNum 32 no no no no no publisherName noEditors 3 others title
SGI A S SG SGI SGI I GI SGI SGI sgi AllCap nonNum 0 no no no no no no noEditors 3 others title
Challenge a C Ch Cha Chal e ge nge enge challenge InitCap nonNum 0 no no no no no no noEditors 3 others title
multiprocessor. . m mu mul mult . r. or. sor. multiprocessor others nonNum 0 no no no no no no noEditors 4 stopPunct title
In a I In In In n In In In in InitCap nonNum 4 no no lastName no no no noEditors 4 others booktitle
Proceedings a P Pr Pro Proc s gs ngs ings proceedings InitCap nonNum 0 no no no no no no noEditors 4 others booktitle
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 4 others booktitle
the a t th the the e he the the the others nonNum 32 no no no no no publisherName noEditors 5 others booktitle
Twenty-Seventh a T Tw Twe Twen h th nth enth twentyseventh InitCap nonNum 0 no no no no no no noEditors 5 others booktitle
Hawaii a H Ha Haw Hawa i ii aii waii hawaii InitCap nonNum 16 no no no no placeName no noEditors 5 others booktitle
International a I In Int Inte l al nal onal international InitCap nonNum 32 no no no no no publisherName noEditors 6 others booktitle
Conference a C Co Con Conf e ce nce ence conference InitCap nonNum 0 no no no no no no noEditors 6 others booktitle
on a o on on on n on on on on others nonNum 4 no no lastName no no no noEditors 6 others booktitle
System a S Sy Sys Syst m em tem stem system InitCap nonNum 0 no no no no no no noEditors 6 others booktitle
Sciences, , S Sc Sci Scie , s, es, ces, sciences InitCap nonNum 0 no no no no no no noEditors 7 contPunct booktitle
volume a v vo vol volu e me ume lume volume others nonNum 0 no no no no no no noEditors 7 others booktitle
I: : I I: I: I: : I: I: I: i singleCap nonNum 0 no no no no no no noEditors 7 contPunct booktitle
Architecture, , A Ar Arc Arch , e, re, ure, architecture InitCap nonNum 0 no no no no no no noEditors 8 contPunct booktitle
pages a p pa pag page s es ges ages pages others nonNum 4 no no lastName no no no noEditors 8 others pages
134-143, , 1 13 134 134- , 3, 43, 143, 134143 others possiblePage 0 no no no no no no noEditors 8 contPunct pages
January a J Ja Jan Janu y ry ary uary january InitCap nonNum 12 no no lastName monthName no no noEditors 8 others date
1994. . 1 19 199 1994 . 4. 94. 994. 1994 others year 0 no no no no no no noEditors 9 stopPunct date

Deerwester, , D De Dee Deer , r, er, ter, deerwester InitCap nonNum 0 no no no no no no noEditors 0 contPunct author
S., , S S. S., S., , ., S., S., s singleCap nonNum 32 no no no no no publisherName noEditors 0 contPunct author
Dumais, , D Du Dum Duma , s, is, ais, dumais InitCap nonNum 4 no no lastName no no no noEditors 0 contPunct author
S., , S S. S., S., , ., S., S., s singleCap nonNum 32 no no no no no publisherName noEditors 0 contPunct author
Furnas, , F Fu Fur Furn , s, as, nas, furnas InitCap nonNum 4 no no lastName no no no noEditors 1 contPunct author
G., , G G. G., G., , ., G., G., g singleCap nonNum 32 no no no no no publisherName noEditors 1 contPunct author
Landauer, , L La Lan Land , r, er, uer, landauer InitCap nonNum 4 no no lastName no no no noEditors 1 contPunct author
T., , T T. T., T., , ., T., T., t singleCap nonNum 0 no no no no no no noEditors 2 contPunct author
& & & & & & & & & & empty AllCap nonNum 0 no no no no no no noEditors 2 others author
Harshman, , H Ha Har Hars , n, an, man, harshman InitCap nonNum 4 no no lastName no no no noEditors 2 contPunct author
R. . R R. R. R. . R. R. R. r singleCap nonNum 0 no no no no no no noEditors 3 stopPunct author
(1990). . ( (1 (19 (199 . ). 0). 90). 1990 others year 0 no no no no no no noEditors 3 stopPunct date
Indexing a I In Ind Inde g ng ing xing indexing InitCap nonNum 0 no no no no no no noEditors 3 others title
by a b by by by y by by by by others nonNum 0 no no no no no no noEditors 4 others title
latent a l la lat late t nt ent tent latent others nonNum 0 no no no no no no noEditors 4 others title
semantic a s se sem sema c ic tic ntic semantic others nonNum 0 no no no no no no noEditors 4 others title
analysis. . a an ana anal . s. is. sis. analysis others nonNum 0 no no no no no no noEditors 5 stopPunct title
Journal a J Jo Jou Jour l al nal rnal journal InitCap nonNum 0 no no no no no no noEditors 5 others journal
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 5 others journal
the a t th the the e he the the the others nonNum 32 no no no no no publisherName noEditors 6 others journal
American a A Am Ame Amer n an can ican american InitCap nonNum 36 no no lastName no no publisherName noEditors 6 others journal
Society a S So Soc Soci y ty ety iety society InitCap nonNum 32 no no no no no publisherName noEditors 6 others journal
for a f fo for for r or for for for others nonNum 32 no no no no no publisherName noEditors 6 others journal
Information a I In Inf Info n on ion tion information InitCap nonNum 0 no no no no no no noEditors 7 others journal
Science, , S Sc Sci Scie , e, ce, nce, science InitCap nonNum 32 no no no no no publisherName noEditors 7 contPunct journal
41, , 4 41 41, 41, , 1, 41, 41, 41 others 2dig 0 no no no no no no noEditors 7 contPunct volume
391-407. . 3 39 391 391- . 7. 07. 407. 391407 others possiblePage 0 no no no no no no noEditors 8 stopPunct pages

Geddes, , G Ge Ged Gedd , s, es, des, geddes InitCap nonNum 4 no no lastName no no no noEditors 0 contPunct author
K., , K K. K., K., , ., K., K., k singleCap nonNum 0 no no no no no no noEditors 0 contPunct author
Czapor, , C Cz Cza Czap , r, or, por, czapor InitCap nonNum 4 no no lastName no no no noEditors 0 contPunct author
S., , S S. S., S., , ., S., S., s singleCap nonNum 32 no no no no no publisherName noEditors 1 contPunct author
and a a an and and d nd and and and others nonNum 0 no no no no no no noEditors 1 others author
Labahn, , L La Lab Laba , n, hn, ahn, labahn InitCap nonNum 0 no no no no no no noEditors 2 contPunct author
G. . G G. G. G. . G. G. G. g singleCap nonNum 32 no no no no no publisherName noEditors 2 stopPunct author
Algorithms a A Al Alg Algo s ms hms thms algorithms InitCap nonNum 0 no no no no no no noEditors 3 others title
for a f fo for for r or for for for others nonNum 32 no no no no no publisherName noEditors 3 others title
Computer a C Co Com Comp r er ter uter computer InitCap nonNum 0 no no no no no no noEditors 4 others title
Algebra. . A Al Alg Alge . a. ra. bra. algebra InitCap nonNum 0 no no no no no no noEditors 4 stopPunct title
Kluwer a K Kl Klu Kluw r er wer uwer kluwer InitCap nonNum 32 no no no no no publisherName noEditors 5 others publisher
Academic a A Ac Aca Acad c ic mic emic academic InitCap nonNum 32 no no no no no publisherName noEditors 5 others publisher
Publishers, , P Pu Pub Publ , s, rs, ers, publishers InitCap nonNum 32 no no no no no publisherName noEditors 6 contPunct publisher
Boston, , B Bo Bos Bost , n, on, ton, boston InitCap nonNum 20 no no lastName no placeName no noEditors 6 contPunct location
1992. . 1 19 199 1992 . 2. 92. 992. 1992 others year 0 no no no no no no noEditors 7 stopPunct date

Warren a W Wa War Warr n en ren rren warren InitCap nonNum 21 maleName no lastName no placeName no noEditors 0 others author
R. . R R. R. R. . R. R. R. r singleCap nonNum 0 no no no no no no noEditors 0 stopPunct author
Greiff. . G Gr Gre Grei . f. ff. iff. greiff InitCap nonNum 0 no no no no no no noEditors 0 stopPunct author
Computationally a C Co Com Comp y ly lly ally computationally InitCap nonNum 0 no no no no no no noEditors 0 others title
tractable, , t tr tra trac , e, le, ble, tractable others nonNum 0 no no no no no no noEditors 1 contPunct title
conceptually a c co con conc y ly lly ally conceptually others nonNum 0 no no no no no no noEditors 1 others title
plausible a p pl pla plau e le ble ible plausible others nonNum 0 no no no no no no noEditors 1 others title
classes a c cl cla clas s es ses sses classes others nonNum 0 no no no no no no noEditors 2 others title
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 2 others title
link a l li lin link k nk ink link link others nonNum 5 maleName no lastName no no no noEditors 2 others title
matrices a m ma mat matr s es ces ices matrices others nonNum 0 no no no no no no noEditors 3 others title
for a f fo for for r or for for for others nonNum 32 no no no no no publisherName noEditors 3 others title
the a t th the the e he the the the others nonNum 32 no no no no no publisherName noEditors 3 others title
inquery a i in inq inqu y ry ery uery inquery others nonNum 0 no no no no no no noEditors 4 others title
inference a i in inf infe e ce nce ence inference others nonNum 0 no no no no no no noEditors 4 others title
network. . n ne net netw . k. rk. ork. network others nonNum 0 no no no no no no noEditors 4 stopPunct title
Technical a T Te Tec Tech l al cal ical technical InitCap nonNum 0 no no no no no no noEditors 5 others tech
Report a R Re Rep Repo t rt ort port report InitCap nonNum 0 no no no no no no noEditors 5 others tech
CmpSci a C Cm Cmp CmpS i ci Sci pSci cmpsci InitCap nonNum 0 no no no no no no noEditors 5 others tech
TR-96-66, , T TR TR- TR-9 , 6, 66, -66, tr9666 others possiblePage 0 no no no no no no noEditors 6 multiHyphen tech
University a U Un Uni Univ y ty ity sity university InitCap nonNum 48 no no no no placeName publisherName noEditors 6 others institution
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 6 others institution
Massachusetts, , M Ma Mas Mass , s, ts, tts, massachusetts InitCap nonNum 16 no no no no placeName no noEditors 6 contPunct institution
Amherst, , A Am Amh Amhe , t, st, rst, amherst InitCap nonNum 16 no no no no placeName no noEditors 7 contPunct location
Massachusetts, , M Ma Mas Mass , s, ts, tts, massachusetts InitCap nonNum 16 no no no no placeName no noEditors 7 contPunct location
September a S Se Sep Sept r er ber mber september InitCap nonNum 8 no no no monthName no no noEditors 7 others date
1996. . 1 19 199 1996 . 6. 96. 996. 1996 others year 0 no no no no no no noEditors 8 stopPunct date

Puterman, , P Pu Put Pute , n, an, man, puterman InitCap nonNum 0 no no no no no no noEditors 0 contPunct author
M. . M M. M. M. . M. M. M. m singleCap nonNum 0 no no no no no no noEditors 0 stopPunct author
L. . L L. L. L. . L. L. L. l singleCap nonNum 0 no no no no no no noEditors 1 stopPunct author
(1994). . ( (1 (19 (199 . ). 4). 94). 1994 others year 0 no no no no no no noEditors 1 stopPunct date
Markov a M Ma Mar Mark v ov kov rkov markov InitCap nonNum 0 no no no no no no noEditors 2 others title
Decision a D De Dec Deci n on ion sion decision InitCap nonNum 0 no no no no no no noEditors 3 others title
Problems. . P Pr Pro Prob . s. ms. ems. problems InitCap nonNum 0 no no no no no no noEditors 3 stopPunct title
Wiley, , W Wi Wil Wile , y, ey, ley, wiley InitCap nonNum 37 maleName no lastName no no publisherName noEditors 4 contPunct publisher
New a N Ne New New w ew New New new InitCap nonNum 36 no no lastName no no publisherName noEditors 5 others location
